id;name;x;y;province
360;Cartagena;-1451514.247428280534223;4401082.809202923439443;Tarraconensis
361;Valencia;-1346198.663440227508545;4587685.507779709994793;Tarraconensis
362;Montmaurin;-1155177.702695201383904;4991974.042832023464143;Aquitania
363;Mont-Beuvray;-790246.352081273216754;5338595.241043705493212;Lugdunensis
364;Sabadell;-1079014.790425242157653;4776551.677301065064967;Tarraconensis
365;Liberchies;-734486.63728087162599;5753105.985479869879782;Belgica
366;Andance;-771575.613667805911973;5137739.072892654687166;Narbonensis
367;Saint-Romain-en-Gal;-762295.533476362237707;5171343.664045496843755;Narbonensis
368;Tavira;-2070817.247159402817488;4516468.85322302673012;Lusitania
369;La Bastide-Pradines;-938857.383662685053423;5032211.219452306628227;Narbonensis
370;Selçuk (Ephesus);1060183.455765823833644;4219310.754508211277425;Asia
371;Bourbon-Lancy;-817883.001086716540158;5309243.672202900052071;Lugdunensis
372;Baralle;-776155.044230875791982;5718274.150297186337411;Belgica
373;Bermerain;-740817.816223775269464;5714751.15001788828522;Belgica
374;Boulogne-sur-Mer;-863187.341555975843221;5801322.630937739275396;Belgica
375;Boulogne;-1198275.477792013436556;5428191.732539474032819;Aquitania
376;Clarques;-819480.895642711082473;5780399.412157419137657;Belgica
377;Etaples;-867047.267660136334598;5777458.78062339220196;Belgica
378;Noyelles-Godault;-774878.776693787425756;5741895.563297396525741;Belgica
379;Rebecques;-816895.805506142321974;5779606.414998770691454;Belgica
380;Thérouanne;-821111.121380236232653;5778446.759210731834173;Belgica
381;Sainte Catherine;-1097209.721533485222608;5262587.276831164956093;Aquitania
382;Les Rues des Vignes;-766488.604966247687116;5702105.760027381591499;Belgica
383;Biache-Saint Vaast;-781322.747940186411142;5731083.99793207924813;Belgica
384;Gruissan;-959309.22915003891103;4930903.94744034204632;Narbonensis
385;Sardegna;-575458.086559294024482;4490908.567897249944508;Corsica et Sardinia
386;Brive;-1227631.311928208917379;5521874.515238088555634;Lugdunensis
387;Vercelli;-486472.391185913933441;5096128.575351927429438;Italia
388;Dieulouard;-594927.313950138632208;5517661.03804284054786;Belgica
389;Haillainville;-572599.736714866477996;5462596.609091323800385;Belgica
390;Grand;-647179.364331295713782;5477474.934168371371925;Germania Superior
391;Rambervillers;-563239.069415208185092;5455358.778577050194144;Belgica
392;Dietikon;-450197.298496106523089;5327363.914659783244133;Germania Superior
393;Frick;-477072.247754189535044;5344173.953639592044055;Germania Superior
394;Llantwit Major;-1189953.870065320748836;5984983.738280056044459;Britannia
395;Sens;-812899.534801384434104;5491560.378164308145642;Lugdunensis
