X,Y,amphId,lon,lat,amphTypeNa,fplmunName,FAMILY,name,COUNT
-413728.546969438320957,5577204.427524440921843,10,8.324912145671140,49.648916926664590,Dressel 20,Worms,PIVLICRISPI,Germania Superior,1
-979826.64783797855489,4822915.543052153661847,1001,3.117809000000000,42.139543000000003,Dressel 20,Ampurias,CANTONIQVIETI,Tarraconensis,1
-801415.47304935590364,4930388.137078016065061,10078,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,A,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10079,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,ALFO,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10080,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,ALFO,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10080,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,POROCODV,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10081,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,AIS,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10082,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,AIS,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10083,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,ALBMFMALCACIRC,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10084,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,A,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10085,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,ATITAE,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10086,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,AVGN,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10086,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,FPAT,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10087,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,BELSI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10088,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,POROCODV,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10089,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,POROCODV,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10090,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,C,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10091,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,GA,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10092,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,GAL,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10093,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CALLECGALLEC,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10094,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CANTONIQVIETI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10095,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CANTONIQVIETI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10096,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CANTONIQVIETI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10097,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CANTONIQVIETI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10098,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CANTONIQVIETI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10099,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,GAVFL,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10100,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CCLOCACCLOC,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10101,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CCLOCACCLOC,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10102,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CCLO,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10103,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CCRASSISEMNI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10104,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CELSI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10105,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CELSI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10106,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,GEMELLI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10107,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CENNIHISPANI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10108,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CFAV,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10109,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CFAV,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10110,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CFO,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10111,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,GFS,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10112,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CIP,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10113,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CMARISILVANI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10114,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,GRA,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10115,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CSEMPRONIPOLYCLITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10116,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CSEMPRONIPOLYCLITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10117,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CSEMPRONIPOLYCLITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10118,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CSEMPRONIPOLYCLITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10119,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CSEMPRONIPOLYCLITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10120,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CSEMPRONIPOLYCLITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10121,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CSEMPRONIPOLYCLITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10122,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CSEMPRONIPOLYCLITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10123,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CSEMPRONIPOLYCLITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10124,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CSEMPRONIPOLYCLITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10125,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CSEMPRONIPOLYCLITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10126,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CSEMPRONIPOLYCLITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10127,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CSEMPRONIPOLYCLITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10128,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CVVA,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10129,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,CVVA,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10130,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,ENNIORVMIVLIORVM,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10131,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,FAVSTINI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10132,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,FSFAFL,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10133,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,FSFA,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10134,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,HOPL,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10135,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LANNISEC,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10136,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LAS,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10137,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LCFPC,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10138,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LCS,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10139,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LCSOL,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10140,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LCSOL,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10141,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LCSOL,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10142,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LCSOL,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10143,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LCSOL,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10144,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LFC,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10145,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LFO,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10146,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LFO,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10147,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LFO,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10148,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LIBERALINI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10149,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LIT,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10150,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LIVNIMELISSI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10151,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LIVNIMELISSI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10152,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LIVNIMELISSI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10153,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LMA,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10154,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LMAFRI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10155,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LMAFRI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10156,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LMVE,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10157,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LMVE,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10158,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LQS,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10159,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LQS,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10160,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LREVTICHI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10161,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10162,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10163,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10164,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10165,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10166,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10167,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10168,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10169,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10170,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10171,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10172,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10173,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10174,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10175,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10176,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10177,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10178,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10179,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10180,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10181,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10182,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10183,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10184,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10185,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10186,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10187,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10188,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10189,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10190,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10191,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSAR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10192,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSL,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10193,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSL,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10194,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSERVFI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10195,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSLVPI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10196,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LSTERTTERTI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10197,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LVALSA,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10198,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LVALERITROPHIMI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10199,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LVALERITROPHIMI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10200,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LVALERITROPHIMI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10201,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LVALERITROPHIMI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10202,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LVALERIVITALIS,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10203,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,LVC,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10204,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,MAELIALEXANDRI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10205,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,MAELIALEXANDRI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10206,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,MAEME,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10207,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,MAEME,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10208,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,MAEF,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10209,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,MFFM,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10210,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,MIM,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10211,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,MIM,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10212,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,MIM,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10213,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,MIM,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10214,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,MIM,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10215,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,MIM,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10216,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,MSFPC,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10217,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PAS,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10218,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PCALPVR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10219,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PHILO,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10220,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PHILO,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10221,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PHILO,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10222,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PHILO,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10223,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PHILO,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10224,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PHILO,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10225,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PIC,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10226,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PLOCAMI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10227,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PMS,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10228,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PMANISVP,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10229,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PMANISVP,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10230,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PMANISVP,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10231,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PMANISVP,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10232,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PMANISVP,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10233,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PMV,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10234,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PNN,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10235,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PORCPR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10236,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PORCPR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10237,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PORTOPOPULI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10238,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PORPS,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10239,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PRIMIPRM,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10240,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PSAVITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10241,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PSAVITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10242,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PSAVITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10243,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PSAVITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10244,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PSAVITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10245,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PSAVITI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10246,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,PVAFAV,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10247,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QAELIOPTATI,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10248,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QANTRVG,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10249,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QC,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10250,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QCC,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10251,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QCR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10252,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QCR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10253,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QCR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10254,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QCR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10255,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QCR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10256,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QCR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10257,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QCR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10258,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QCR,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10259,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QIA,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10260,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QIA,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10261,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QIA,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10262,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QIA,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10263,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QIC,Narbonensis,1
-801415.47304935590364,4930388.137078016065061,10264,4.942851000000000,43.383543000000003,Dressel 20,Golfe de Fos,QIM,Narbonensis,1
