id;name;x;y;province
313;Andance;-771290.044823869;5139021.50843381;Narbonensis
314;Thonon-les-Bains;-617078.665554533;5225014.82454386;Narbonensis
315;Stuttgart;-367400.421999512;5471007.97319281;Germania Superior
316;Boulogne-sur-Mer;-863480.893894455;5800540.97391836;Belgica
317;Freisen;-493006.607712464;5580283.01279713;Belgica
318;Saint-Ulrich;-542610.426431318;5365287.31030252;Germania Superior
319;Minorca;-954618.972117151;4568736.00873962;Tarraconensis
320;Harnes;-780423.926131763;5746554.2887799;Belgica
321;Mèze;-908884.355268475;4957396.8090184;Narbonensis
322;Grand Loou;-718637.105399799;4906730.27114009;Narbonensis
323;Habsheim;-517392.794026849;5376424.86373607;Germania Superior
324;Sainte-Bazeille;-1160743.73083057;5148158.24047664;Aquitania
325;Vendres;-943695.037721992;4946880.61386297;Narbonensis
326;Gruissan;-958769.253893408;4931007.50466714;Narbonensis
327;Ile de Jarre;-771202.696568256;4903028.83897529;Narbonensis
328;Rivesaltes;-984674.336095553;4897531.36459068;Narbonensis
329;Cap Corse;-445996.121340924;4824673.07806265;Corsica et Sardinia
330;Pula;-540365.053431677;4387016.36972094;Corsica et Sardinia
331;Lengnau;-531572.953189574;5316399.85801764;Germania Superior
332;Montpellier;-1193013.97663674;5288735.07617962;Aquitania
333;Ilkley;-985532.625258623;6218770.89360818;Britannia
334;Lunel-Viel;-863621.4080033;4976914.29605583;Narbonensis
335;Toft Newton;-915904.107475054;6129914.66841145;Britannia
336;Rezé;-1204137.4566985;5477596.45174869;Aquitania
337;Bled Takourart (Tocolosida);-1987266.40145891;4103212.23414875;Mauretania Tingitana
338;Tourbes;-926805.962745015;4963741.97628313;Narbonensis
339;Sierentz;-516151.590048429;5367931.28285493;Germania Superior
340;Montouliers;-967723.915557054;4960210.70161766;Narbonensis
341;Branston;-924356.139053679;6110662.24970898;Britannia
342;Öhringen;-336411.74729156;5513460.35492245;Germania Superior
343;Sabadell;-1078670.98765391;4775068.31955958;Tarraconensis
344;Cases-de-Pène;-991508.20249639;4900081.01396889;Narbonensis
345;Rudston;-883811.910580558;6205414.79152561;Britannia
346;Bar Hill;-1044916.54602186;6488872.32182155;Caledonia
347;Lancaster;-1044595.74302811;6257550.65135723;Britannia
348;Mülfort;-514660.579143982;5767783.84740166;Germania Inferior
349;Walldürn;-339971.551437274;5557672.62823166;Germania Superior
350;Benidorm;-1350809.23301092;4483903.34645954;Tarraconensis
351;Lezoux;-867417.061203941;5228448.42363556;Aquitania
352;Martigny;-575584.577604651;5200765.19520363;Italia
353;Dover;-876201.319132549;5854726.91307442;Britannia
354;Eguisheim;-519537.808018849;5412448.94421802;Germania Superior
355;Sancerre;-870340.530827604;5404055.8219006;Aquitania
356;El Puig;-1336433.62794107;4604698.10969746;Tarraconensis
357;Marseille;-768368.12063224;4912623.5107282;Narbonensis
358;Daventry;-1002941.97480988;6023857.50878853;Britannia
359;Emerkingen;-341987.822546083;5402446.98999934;Raetia
360;Sarrebourg;-523914.610309244;5492439.05677688;Germania Superior
361;Hüfingen;-433668.702820999;5384472.28585033;Germania Superior
362;Gigean;-969546.076774815;4924346.80438353;Narbonensis
363;Ruoms;-825421.304383794;5059133.82231147;Narbonensis
364;Ensch;-517095.797868843;5616559.68445798;Belgica
365;Speyer;-412252.394376319;5539574.11720108;Germania Superior
366;Middlewich;-1052533.52007665;6153070.31036954;Britannia
367;Waldmössingen;-427823.539968923;5422294.92378887;Germania Superior
368;Derby;-997815.632356423;6132453.39907655;Britannia
369;Straubing;-117467.703923854;5448576.67997406;Raetia
370;Eynsford;-939739.406611343;5896747.19466934;Britannia
371;Stolberg;-539302.3366509;5729506.61364136;Germania Inferior
372;East Ayrshire;-1075089.55351063;6444260.33197283;Caledonia
373;Catterick;-957364.526935507;6263494.05354278;Britannia
374;Dorset;-1135822.58484486;5886561.69152377;Britannia
375;Eisenberg;-433655.163799789;5570354.58351206;Germania Superior
376;Gravesend;-926784.656896033;5902828.07833626;Britannia
377;Ubbergen;-536768.176069463;5851260.41641472;Germania Inferior
378;Saalburg;-1934840.73838117;4202601.76886947;Mauretania Tingitana
379;winterthur;-423805.996244209;5334232.67425314;Germania Superior
380;Rosbach von der Höhe;-373545.796513298;5644538.03444992;Germania Superior
381;La Bastide-Pradines;-939900.018997317;5031400.97647373;Narbonensis
382;Harfleur;-1000395.01080447;5695786.8543823;Lugdunensis
383;Castelnau-le-Lez;-880133.197516477;4975471.5596612;Narbonensis
384;Weissenburg in Bayern;-232429.561036971;5479477.45644883;Raetia
385;Valras-Plage;-938823.092701689;4943156.90370129;Narbonensis
386;Mildenhall;-1068362.29185894;5944816.34949233;Britannia
387;Formentera;-1205341.5848801;4469269.66983729;Tarraconensis
388;Vaison-la-Romaine;-772081.225309178;5023857.06976782;Narbonensis
389;Zofingen;-486219.793721228;5320624.70915462;Germania Superior
390;Szöny;284044.272056666;5291776.81241142;Pannonia Inferior
391;Ambleside;-1039446.1785282;6298296.57100686;Britannia
392;Vinkocvi;327848.861801793;5017325.65128933;Pannonia Inferior
393;Abergavenny;-1142097.50148345;6020265.92137622;Britannia
394;Kempten;-214306.345361506;6121993.89563246;
395;Beauvais;-867317.793329463;5650027.83215514;Belgica
396;Bo'ness;-1015661.64444725;6484833.61278197;Caledonia
397;Beusichem, Gruelden;-576764.634267847;5872985.10959853;Germania Inferior
398;Faimingen;-280857.685388251;5433090.29442551;Raetia
399;Saint-Thibéry;-924828.515226642;4957534.56918716;Narbonensis
400;Northwich;-1053726.5359685;6163592.41776689;Britannia
401;Abbeville, environs;-865656.926726703;5728782.29040303;Belgica
402;Marciana;-386494.665944352;4794036.37979014;Italia
403;Puriton;-1164126.18188047;5946981.72092264;Britannia
404;Cercy;-799059.273616129;5515761.34251661;Lugdunensis
405;Benningen;-304728.940598787;5369397.55636999;Raetia
406;Perpignan;-984457.85020137;4888921.06108167;Narbonensis
407;Sidi Ali Ben Ahmed;-2073428.29999475;4156751.37290906;Mauretania Tingitana
408;Montagnac;-917490.19612963;4965758.11000082;Narbonensis
409;Sant Boi de Llobregat;-1089519.33047454;4753980.0419975;Tarraconensis
410;Bingen;-438071.820689793;5617710.29637623;Germania Superior
411;Oberstimm;-201709.408618403;5439539.08444927;Raetia
412;Penrith;-1015782.25942203;6318163.80116386;Britannia
413;Nyon;-634199.864409378;5244193.075572;Germania Superior
414;Honfleur;-1000498.45603183;5684945.7696147;Lugdunensis
415;Welzheim;-332862.137632384;5476255.96809373;Germania Superior
416;LLupia;-996836.590603125;4882857.47944781;Narbonensis
417;Millau;-934727.098543339;5041594.05908084;Narbonensis
418;Walheim;-365539.632065282;5496876.24993795;Germania Superior
419;Passau;-55681.1376136396;5407611.03962742;Raetia
420;Chesterford;-917531.352682112;5975391.62749441;Britannia
421;Neuhausen auf den Fildern;-362074.28664435;5458637.98284481;Germania Superior
422;Lleida;-1201383.86026213;4812790.7684162;Tarraconensis
423;Villeneuve-sur-Lot;-1116022.97867642;5121708.43515535;Aquitania
424;Neath;-1201792.80841085;6019896.7751516;Britannia
425;Châteaumeillant;-939469.120433985;5331103.37732853;Aquitania
426;Archena;-1465811.83068532;4461800.48428925;Tarraconensis
427;Evreux;-946208.292748295;5622721.84437026;Lugdunensis
428;Heerlen;-554311.815937811;5745732.43655771;Germania Inferior
429;Forêt de la Compiègne;-811687.478851952;5628062.78873794;Belgica
430;Wateringen;-643443.923396435;5896823.32165153;Germania Inferior
431;Bern;-529766.60434941;5285536.92081335;Germania Superior
432;Lenzburg;-466782.450021658;5328072.18904031;Germania Superior
433;Laversines;-859356.597013406;5646962.38599787;Belgica
434;Stanwix;-1018514.97834214;6349564.10679358;Britannia
435;Fingringhoe;-875490.558924015;5935360.10317915;Britannia
436;Kösching;-196644.016293483;5450409.25544193;Raetia
437;Fishtoft;-899454.913005337;6075088.6643509;Britannia
438;Schwaigern;-370184.918944023;5512641.37406881;Germania Superior
439;Dorchester;-1143952.61632069;5885245.22718696;Britannia
440;Marseillan;-916860.215121525;4951101.23155278;Narbonensis
441;Lisboa;-2142536.30216088;4742556.65076616;Lusitania
442;Puget-sur-Argens;-658716.200149193;4912102.28997548;Narbonensis
