id;name;x;y;province
340;Lectoure;-1136334.18633107;5070983.97165426;Aquitania
341;Le Crotoy;-877144.948572708;5744947.37407298;Belgica
342;Olhao;-2092141.45395927;4511028.08887035;Lusitania
343;Gloucester;-1090534.60998064;6002523.13726591;Britannia
344;Limoges;-1031913.3559758;5268425.18457973;Aquitania
345;Castelldefels;-1192591.55661092;4796636.42219917;Tarraconensis
346;Reus;-1173046.89323732;4751423.23011868;Tarraconensis
347;Ehl;-490040.892308821;5444743.62155062;Germania Superior
348;Watercrook;-1029688.03104876;6282621.22662161;Britannia
349;Caudebec-en-Caux;-961973.632189123;5686861.24332677;Lugdunensis
350;Entrains-sur-Nohain;-815516.192157595;5406524.21652246;Lugdunensis
351;Hengistbury Head;-1096640.02516094;5869277.78268762;Britannia
352;Lenzburg;-466782.450021658;5328072.18904031;Germania Superior
353;Tournus;-732345.861150322;5284438.47331819;Lugdunensis
354;Cap de Creus;-958638.936518974;4839186.48105521;Tarraconensis
355;Chur;-374169.140891316;5253524.5141365;Raetia
356;Arlempdes;-848930.642583671;5112046.17462268;Aquitania
357;Lansargues;-865577.77568548;4974516.16531331;Narbonensis
358;Holt;-1086237.24055323;6150713.66929368;Britannia
359;Umbria;-188353.466106486;4801148.60659994;Italia
360;Imperia;-540580.682565582;4941150.02857513;Italia
361;Portiragnes;-933886.101316366;4948792.22878055;Narbonensis
362;Warrington;-1055790.16507326;6178472.98020371;Britannia
363;Moers;-495865.762747705;5798823.12097574;Germania Inferior
364;Reggio Emilia;-323849.488623506;4993092.11741917;Italia
365;Rheinzabern;-427079.451448445;5518958.42861671;Germania Superior
366;Heptonstall;-1004487.39182511;6205107.73228169;Britannia
367;Montbazin;-899500.940532321;4965891.48299036;Narbonensis
368;Altkalkar;-513590.307206741;5834588.32655777;Germania Inferior
369;Sauvian;-940135.621330074;4948799.88518645;Narbonensis
370;Livorno;-346099.069555325;4839712.30776414;Italia
371;Morienval;-811007.874948412;5619769.97812552;Belgica
372;Béziers;-949394.948841057;4975004.57732441;Narbonensis
373;Hammamet;-432581.583805026;4078781.37476664;Africa Proconsularis
374;Westmill;-935939.492316312;5963071.40251021;Britannia
375;Melilla;-1696673.70300643;4179986.53300796;Mauretania Tingitana
376;Nyon;-634199.864409378;5244193.075572;Germania Superior
