X;Y;id;lat;long;type;site;code;name;COUNT
-963254.645016083;4941243.02255826;30806;3.008816000000000;43.184417000000003;Dressel 20;Narbonne;QCR;Narbonensis;1
-955335.120889118;5919273.73475023;16142;-0.083333000000000;51.500000000000000;Dressel 20;Southwark;MIM;Britannia;1
-955534.176698202;5921032.25118975;16144;-0.093145000000000;51.514248000000002;Dressel 20;London;MIM;Britannia;1
-501857.132580865;5409126.80892363;8121;7.544738000000000;48.041178000000002;Dressel 20;Biesheim;VIR;Germania Superior;1
-727018.271474666;5189667.212828;9219;5.215267000000000;45.756965999999998;Dressel 20;Saint-Romain-de-Jalionas;LQS;Narbonensis;1
-758879.15566038;5169350.34629686;24833;4.873453000000000;45.524785000000001;Dressel 20;Vienne;SNR;Narbonensis;1
-980032.018657195;4889603.53053768;7260;2.946711000000000;42.710402999999999;Dressel 20;Château Rousillon;AIS;Narbonensis;1
-1083293.76877323;6165894.85261533;16798;-2.916667000000000;53.200000000000003;Dressel 20;Chester;QSP;Britannia;1
-2101407.232689;4138956.41491875;8665;-6.798460000000000;34.053100000000001;Dressel 20;Salé (Sala);LFO;Mauretania Tingitana;1
-379275.935695407;5624503.54261325;14729;8.684167000000000;50.115519999999997;Dressel 20;Frankfurt am Main;DOM;Germania Superior;1
-410621.150909084;5614880.89712105;19023;8.279095999999999;49.984188000000003;Dressel 20;Mainz;LLI;Germania Superior;1
-755826.511770254;5194589.90619483;28414;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;AIS;Lugdunensis;1
-646762.55342218;5476506.59187768;25415;5.487011000000000;48.384942000000002;Dressel 20;Grand;LIT;Germania Superior;1
-715804.369211464;5346795.26307407;23831;4.949001000000000;47.136828999999999;Dressel 20;Nuits-Saint-Georges;ROM;Lugdunensis;1
-939056.180158775;5669239.91002062;30475;1.083333000000000;49.433332999999998;Dressel 20;Rouen;RVF;Lugdunensis;1
-225025.730008559;4658894.83827206;29327;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;PNN;Italia;1
-419781.280693783;5409600.67897651;14195;8.618247999999999;48.168227999999999;Dressel 20;Kastell Marienfels;QCR;Germania Superior;1
-225025.730008559;4658894.83827206;29453;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;CSP;Italia;1
-984974.702031385;6463151.13379174;15425;-3.050000000000000;55.933332999999998;Dressel 20;Musselburgh;LAL;Caledonia;1
-225025.730008559;4658894.83827206;26426;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;LCM;Italia;1
-653092.195004184;5192323.61841003;39502;6.126699000000000;45.906205999999997;Dressel 20;Annecy;MIM;Narbonensis;1
-801415.473039121;4930388.13719504;10233;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;PMV;Narbonensis;1
-1056206.19754392;5892734.20401508;16399;-1.316667000000000;51.016666999999998;Dressel 20;Winchester;QMS;Britannia;1
-1019166.01774611;6347771.26986266;32256;-2.933333000000000;54.883333000000000;Dressel 20;Carlisle;QFG;Britannia;1
-1476887.21110004;4398670.71151903;31705;-1.250000000000000;37.566667000000002;Dressel 20;Puerto de Mazarrón;IAP;Tarraconensis;1
-645305.35403197;5224104.61887438;9436;6.148113000000000;46.195602000000001;Dressel 20;Genève;LFO;Narbonensis;1
-959109.411125592;6336532.95218347;15398;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;GAF;Britannia;1
-655067.376539272;4908806.22959773;6450;6.735237000000000;43.432858000000003;Dressel 20;Fréjus;QND;Narbonensis;1
-225025.730008559;4658894.83827206;29674;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;VRS;Italia;1
-410621.150909084;5614880.89712105;18904;8.279095999999999;49.984188000000003;Dressel 20;Mainz;MAR;Germania Superior;1
-2012503.05042723;4870850.7794243;24966;-8.293390000000000;40.079492999999999;Dressel 20;Tróia;CAS;Lusitania;1
-990361.536447914;5348613.50325219;28035;1.513241000000000;46.601927000000003;Dressel 20;Saint-Marcel;LQS;Aquitania;1
-361335.878109782;5520861.34718471;12009;9.156485000000000;49.229708000000002;Dressel 20;Bad Wimpfen;MVL;Germania Superior;1
-978749.816941154;6343418.25156511;33383;-2.333333000000000;54.966667000000001;Dressel 20;Bardon Mill;APN;Britannia;1
-955534.176698202;5921032.25118975;15395;-0.093145000000000;51.514248000000002;Dressel 20;London;GAF;Britannia;1
-1383717.62069951;4469340.82399089;23981;-0.450000000000000;38.350000000000001;Dressel 20;Alicante;QAN;Tarraconensis;1
-1981744.8567853;4107083.95851789;18113;-5.557032000000000;34.073697000000003;Dressel 20;Volubilis;MAR;Mauretania Tingitana;1
-562819.917346189;5287347.9059035;20246;7.041042000000000;46.880887999999999;Dressel 20;Avenches;MAR;Germania Superior;1
-758879.15566038;5169350.34629686;39421;4.873453000000000;45.524785000000001;Dressel 20;Vienne;QCR;Narbonensis;1
-1069291.35015805;5991375.1162584;16156;-1.916667000000000;51.799999999999997;Dressel 20;Chedworth;QIM;Britannia;1
-2017700.18137408;4182958.28687812;18115;-6.115818000000000;34.601439999999997;Dressel 20;Banasa;MEE;Mauretania Tingitana;1
-955534.176698202;5921032.25118975;15437;-0.093145000000000;51.514248000000002;Dressel 20;London;CAM;Britannia;1
-922220.482272064;4946998.48359386;8449;3.475340000000000;43.310991000000001;Dressel 20;Agde;QFC;Narbonensis;1
-815217.147641653;5013869.99732797;15066;4.577901000000000;44.081139999999998;Dressel 20;Gaujac;LFO;Narbonensis;1
-1146543.75279093;5995036.12651936;16549;-2.958889000000000;51.613332999999997;Dressel 20;Caerleon;DOM;Britannia;1
-1397612.5973699;4453973.59713314;24009;-0.557868000000000;38.192729999999997;Dressel 20;Santa Pola;QIS;Tarraconensis;1
-801415.473039121;4930388.13719504;10251;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;QCR;Narbonensis;1
-1027506.4505164;5923648.71862759;16671;-1.066667000000000;51.350000000000001;Dressel 20;Silchester;LQS;Britannia;1
-921409.297016111;5011126.4729609;6227;3.319274000000000;43.862848000000000;Dressel 20;Le Caylar;LQS;Narbonensis;1
-354755.539387405;5604578.83609556;14411;9.063796999999999;49.975833000000002;Dressel 20;Stockstadt am Main;CIA;Germania Superior;1
-876175.305477212;5941478.42952925;15888;0.900000000000000;51.883333000000000;Dressel 20;Colchester;CEC;Britannia;1
-396564.854142407;5554272.65431498;18874;8.608962000000000;49.473070999999997;Dressel 20;Ladenburg (Lopodunum);MCC;Germania Superior;1
-225025.730008559;4658894.83827206;29461;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;QSP;Italia;1
-410621.150909084;5614880.89712105;14533;8.279095999999999;49.984188000000003;Dressel 20;Mainz;LIT;Germania Superior;1
-959109.411125592;6336532.95218347;15448;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;DAP;Britannia;1
-801415.473039121;4930388.13719504;10149;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;LIT;Narbonensis;1
-364381.091630155;5635819.07704197;27740;8.862251000000001;50.236767999999998;Dressel 20;Hedelbergen;QMR;Germania Superior;1
-758879.15566038;5169350.34629686;24843;4.873453000000000;45.524785000000001;Dressel 20;Vienne;MPR;Narbonensis;1
-819575.716550027;4968506.84339518;39452;4.636331000000000;43.681659000000003;Dressel 20;Arles;SEC;Narbonensis;1
-1219225.95849582;6027004.36027018;15389;-4.064722000000000;51.662222000000000;Dressel 20;Loughor;GAF;Britannia;1
-485175.276326217;5737049.38507196;14868;6.950000000000000;50.933332999999998;Dressel 20;Köln;QSP;Germania Inferior;1
-421553.915554691;5599578.84723776;27868;8.166667000000000;49.833333000000003;Dressel 20;Rheinhessen;MIM;Germania Superior;1
-413395.583948947;5637872.9357064;14682;8.186805000000000;50.181629000000001;Dressel 20;Orlen;PNN;Germania Superior;1
-634554.882696414;5900064.06256503;34147;4.388258000000000;52.069049000000000;Dressel 20;Voorburg;FQF;Germania Inferior;1
-818815.111242617;5628689.2344356;30583;2.788028000000000;49.356853000000001;Dressel 20;Lacroix-Saint-Ouen;SAT;Belgica;1
-225025.730008559;4658894.83827206;29605;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;CVP;Italia;1
-955534.176698202;5921032.25118975;15714;-0.093145000000000;51.514248000000002;Dressel 20;London;MCC;Britannia;1
-2062732.64243637;4162773.42140969;18104;-6.494247000000000;34.334283999999997;Dressel 20;Sidi Ali ben ahmed (Thamusida);LFO;Mauretania Tingitana;1
-361335.878109782;5520861.34718471;14418;9.156485000000000;49.229708000000002;Dressel 20;Bad Wimpfen;QIA;Germania Superior;1
-1027506.4505164;5923648.71862759;15994;-1.066667000000000;51.350000000000001;Dressel 20;Silchester;SFE;Britannia;1
-419781.280693783;5409600.67897651;14131;8.618247999999999;48.168227999999999;Dressel 20;Kastell Marienfels;QCC;Germania Superior;1
-955534.176698202;5921032.25118975;16656;-0.093145000000000;51.514248000000002;Dressel 20;London;LQS;Britannia;1
-225025.730008559;4658894.83827206;28391;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;LIM;Italia;1
-978749.816941154;6343418.25156511;33401;-2.333333000000000;54.966667000000001;Dressel 20;Bardon Mill;QMR;Britannia;1
-410857.230934183;5626138.01525477;14262;8.249321999999999;50.082582000000002;Dressel 20;Wiesbaden;III;Germania Superior;1
-758879.15566038;5169350.34629686;24769;4.873453000000000;45.524785000000001;Dressel 20;Vienne;QCR;Narbonensis;1
-410621.150909084;5614880.89712105;14958;8.279095999999999;49.984188000000003;Dressel 20;Mainz;LVF;Germania Superior;1
-1002546.47610761;5697606.17061451;30556;0.158146000000000;49.521309000000002;Dressel 20;Rouen;PNN;Lugdunensis;1
-979826.647826815;4822915.54316754;5560;3.117809000000000;42.139543000000003;Dressel 20;Ampurias;DFN;Tarraconensis;1
-410621.150909084;5614880.89712105;19042;8.279095999999999;49.984188000000003;Dressel 20;Mainz;PNN;Germania Superior;1
-926993.142952562;6117472.83278893;16458;-0.533333000000000;53.233333000000002;Dressel 20;Lincoln;SNI;Britannia;1
-541668.995894048;5523851.24404331;8127;6.742704000000000;48.978968000000002;Dressel 20;Grostenquin;ALP;Belgica;1
-715804.369211464;5346795.26307407;23828;4.949001000000000;47.136828999999999;Dressel 20;Nuits-Saint-Georges;QCR;Lugdunensis;1
-801415.473039121;4930388.13719504;10254;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;QCR;Narbonensis;1
-1076201.6810463;5985621.38794828;15989;-1.983333000000000;51.733333000000002;Dressel 20;Cirencester;SFE;Britannia;1
-498816.986459172;5350972.71357136;7541;7.717205000000000;47.536817999999997;Dressel 20;Augst;QMR;Germania Superior;1
-490040.892308821;5444743.62155062;8090;7.616482000000000;48.371251999999998;Dressel 20;Ehl;QSP;Germania Superior;1
-413395.583948947;5637872.9357064;13958;8.186805000000000;50.181629000000001;Dressel 20;Orlen;LAL;Germania Superior;1
-225025.730008559;4658894.83827206;28410;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;DIP;Italia;1
-955534.176698202;5921032.25118975;16374;-0.093145000000000;51.514248000000002;Dressel 20;London;QMR;Britannia;1
-1119515.66854045;5487450.16409711;5521;-0.547740000000000;47.473806000000003;Dressel 20;Angers;LAT;Lugdunensis;1
-410621.150909084;5614880.89712105;19029;8.279095999999999;49.984188000000003;Dressel 20;Mainz;PMS;Germania Superior;1
-805456.529881032;5033151.03778156;39425;4.647610000000000;44.264944999999997;Dressel 20;Ardèche (Alba);MCS;Narbonensis;1
-472968.972905322;5467893.56574991;28301;7.787355000000000;48.600380999999999;Dressel 20;Strasbourg;QMR;Germania Superior;1
-955534.176698202;5921032.25118975;16387;-0.093145000000000;51.514248000000002;Dressel 20;London;QMR;Britannia;1
-1981744.8567853;4107083.95851789;8889;-5.557032000000000;34.073697000000003;Dressel 20;Volubilis;PMS;Mauretania Tingitana;1
-801415.473039121;4930388.13719504;10255;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;QCR;Narbonensis;1
105803.100726842;5153670.10949637;32502;15.869721999999999;46.421388999999998;Dressel 20;Ptuj;QLS;Noricum;1
-980032.018657195;4889603.53053768;15040;2.946711000000000;42.710402999999999;Dressel 20;Château Rousillon;QCR;Narbonensis;1
-758879.15566038;5169350.34629686;24761;4.873453000000000;45.524785000000001;Dressel 20;Vienne;QCR;Narbonensis;1
-986684.068986892;4896265.83630481;7278;2.852320000000000;42.754795000000001;Dressel 20;Peyrestortes;QCR;Narbonensis;1
-225025.730008559;4658894.83827206;28217;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;PNN;Italia;1
-419781.280693783;5409600.67897651;14869;8.618247999999999;48.168227999999999;Dressel 20;Kastell Marienfels;QSP;Germania Superior;1
-983399.056407747;4957276.15388793;39412;2.730977000000000;43.282941999999998;Dressel 20;Olonzac;QCP;Narbonensis;1
-721676.510052066;5714842.30009884;19667;3.796155000000000;50.298051999999998;Dressel 20;Bavay;LFO;Belgica;1
-985937.986230463;6512319.20159027;16465;-3.333333000000000;56.333333000000003;Dressel 20;Abernethy;PNN;Caledonia;1
-1063737.17227391;6491121.01523214;16500;-4.350000000000000;55.916666999999997;Dressel 20;Bearsden;SNR;Caledonia;1
-987269.022203111;6064838.38817018;15887;-1.133333000000000;52.633333000000000;Dressel 20;Leicester;CEC;Britannia;1
-562819.917346189;5287347.9059035;20249;7.041042000000000;46.880887999999999;Dressel 20;Avenches;QCC;Germania Superior;1
-225025.730008559;4658894.83827206;26417;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;QCF;Italia;1
-634554.882696414;5900064.06256503;34133;4.388258000000000;52.069049000000000;Dressel 20;Voorburg;LQS;Germania Inferior;1
-727018.271474666;5189667.212828;9217;5.215267000000000;45.756965999999998;Dressel 20;Saint-Romain-de-Jalionas;LAF;Narbonensis;1
-384697.260119998;5643175.14251355;14695;8.566917000000000;50.271515000000001;Dressel 20;Niederbieber;SNR;Germania Superior;1
-673121.183948151;4886192.23048959;39415;6.566962000000000;43.207949999999997;Dressel 20;La Croix-Valmer;LCP;Narbonensis;1
-876175.305477212;5941478.42952925;16493;0.900000000000000;51.883333000000000;Dressel 20;Colchester;PNN;Britannia;1
-381185.065723489;5629835.17231189;27604;8.645835000000000;50.159548000000001;Dressel 20;Nida-Heddernheim;TIS;Germania Superior;1
-1449939.63319031;4391996.59707463;24044;-0.950000000000000;37.566667000000002;Dressel 20;Cartagena;AMV;Tarraconensis;1
-838407.36197678;4989987.83476454;39468;4.359623000000000;43.833778000000002;Dressel 20;Nîmes;QFC;Narbonensis;1
-485175.276326217;5737049.38507196;14346;6.950000000000000;50.933332999999998;Dressel 20;Köln;PNN;Germania Inferior;1
-744172.146004683;5257593.09609404;20253;4.828233000000000;46.314073999999998;Dressel 20;Mâcon;QFC;Lugdunensis;1
-819575.716550027;4968506.84339518;30822;4.636331000000000;43.681659000000003;Dressel 20;Arles;DOM;Narbonensis;1
-1119515.66854045;5487450.16409711;5499;-0.547740000000000;47.473806000000003;Dressel 20;Angers;QMR;Lugdunensis;1
-498816.986459172;5350972.71357136;7556;7.717205000000000;47.536817999999997;Dressel 20;Augst;PNN;Germania Superior;1
-1029688.03104876;6282621.22662161;15886;-2.750000000000000;54.316667000000002;Dressel 20;Watercrook;QDC;Britannia;1
-1133676.47494271;5990168.43000047;16980;-2.766667000000000;51.609999999999999;Dressel 20;Caerwent;SER;Britannia;1
-715804.369211464;5346795.26307407;23829;4.949001000000000;47.136828999999999;Dressel 20;Nuits-Saint-Georges;QIM;Lugdunensis;1
-959109.411125592;6336532.95218347;15475;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;PAR;Britannia;1
-1383717.62069951;4469340.82399089;23982;-0.450000000000000;38.350000000000001;Dressel 20;Alicante;QAN;Tarraconensis;1
-646762.55342218;5476506.59187768;8015;5.487011000000000;48.384942000000002;Dressel 20;Grand;LIT;Germania Superior;1
-758879.15566038;5169350.34629686;24806;4.873453000000000;45.524785000000001;Dressel 20;Vienne;GGP;Narbonensis;1
-1019166.01774611;6347771.26986266;32258;-2.933333000000000;54.883333000000000;Dressel 20;Carlisle;LVC;Britannia;1
-755826.511770254;5194589.90619483;24570;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;CAL;Lugdunensis;1
-354755.539387405;5604578.83609556;13982;9.063796999999999;49.975833000000002;Dressel 20;Stockstadt am Main;CAS;Germania Superior;1
-225025.730008559;4658894.83827206;26431;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;GGR;Italia;1
-1019166.01774611;6347771.26986266;33315;-2.933333000000000;54.883333000000000;Dressel 20;Carlisle;QMR;Britannia;1
-1220579.71815816;5909605.90316364;15797;-3.533333000000000;50.700000000000003;Dressel 20;Exeter;QCR;Britannia;1
-225025.730008559;4658894.83827206;28231;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;DFF;Italia;1
-865236.498132087;5867415.45833038;17198;1.333333000000000;51.283332999999999;Dressel 20;Edinburgh;LID;Britannia;1
-498816.986459172;5350972.71357136;7453;7.717205000000000;47.536817999999997;Dressel 20;Augst;QCM;Germania Superior;1
-410857.230934183;5626138.01525477;27920;8.249321999999999;50.082582000000002;Dressel 20;Wiesbaden;QMR;Germania Superior;1
-755826.511770254;5194589.90619483;26440;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;QCR;Lugdunensis;1
-634554.882696414;5900064.06256503;34140;4.388258000000000;52.069049000000000;Dressel 20;Voorburg;QMR;Germania Inferior;1
-819575.716550027;4968506.84339518;30823;4.636331000000000;43.681659000000003;Dressel 20;Arles;DOM;Narbonensis;1
-300643.27273879;5342086.36235854;31761;10.315858000000000;47.732208999999997;Dressel 20;Kempten;SEV;Raetia;1
-926993.142952562;6117472.83278893;16368;-0.533333000000000;53.233333000000002;Dressel 20;Lincoln;GMM;Britannia;1
-1397612.5973699;4453973.59713314;23987;-0.557868000000000;38.192729999999997;Dressel 20;Santa Pola;CAS;Tarraconensis;1
-858751.208612973;4982309.47064705;4874;4.136580000000000;43.731048999999999;Dressel 20;Villetelle;MRI;Narbonensis;1
-533682.522463351;5642206.27683315;14761;6.541303000000000;50.023811000000002;Dressel 20;Fliessem;APM;Belgica;1
-741930.686404839;5442708.63439037;18229;4.351390000000000;47.916097000000001;Dressel 20;Vertault;QFF;Germania Superior;1
-472968.972905322;5467893.56574991;7971;7.787355000000000;48.600380999999999;Dressel 20;Strasbourg;QFC;Germania Superior;1
-225025.730008559;4658894.83827206;28223;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;PNN;Italia;1
-485175.276326217;5737049.38507196;14326;6.950000000000000;50.933332999999998;Dressel 20;Köln;QFC;Germania Inferior;1
-741930.686404839;5442708.63439037;18248;4.351390000000000;47.916097000000001;Dressel 20;Vertault;QCR;Germania Superior;1
-758879.15566038;5169350.34629686;24766;4.873453000000000;45.524785000000001;Dressel 20;Vienne;QCR;Narbonensis;1
-225025.730008559;4658894.83827206;28235;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;PNN;Italia;1
-922220.482272064;4946998.48359386;8446;3.475340000000000;43.310991000000001;Dressel 20;Agde;DFF;Narbonensis;1
-472968.972905322;5467893.56574991;8031;7.787355000000000;48.600380999999999;Dressel 20;Strasbourg;QMR;Germania Superior;1
-955534.176698202;5921032.25118975;15464;-0.093145000000000;51.514248000000002;Dressel 20;London;MAR;Britannia;1
-2017700.18137408;4182958.28687812;8871;-6.115818000000000;34.601439999999997;Dressel 20;Banasa;QCR;Mauretania Tingitana;1
-2141951.69324276;4743563.92094397;36208;-9.133333000000000;38.716667000000001;Dressel 20;Lisboa;COI;Lusitania;1
-413395.583948947;5637872.9357064;14770;8.186805000000000;50.181629000000001;Dressel 20;Orlen;APP;Germania Superior;1
-755826.511770254;5194589.90619483;17391;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;MIM;Lugdunensis;1
-755826.511770254;5194589.90619483;24592;4.846711000000000;45.748457000000002;Dressel 20;Lyon?;MAR;Lugdunensis;1
-539777.65547751;5851583.40331866;5683;5.866667000000000;51.833333000000003;Dressel 20;Nijmegen;QSP;Germania Inferior;1
155753.912491715;5348916.8497442;26997;16.366667000000000;48.200000000000003;Dressel 20;Wien;LCM;Pannonia Superior;1
-384697.260119998;5643175.14251355;14679;8.566917000000000;50.271515000000001;Dressel 20;Niederbieber;PNN;Germania Superior;1
-926819.171047682;6087532.3099268;16138;-0.400000000000000;52.983333000000002;Dressel 20;Sleaford;MIM;Britannia;1
-801415.473039121;4930388.13719504;10146;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;LFO;Narbonensis;1
-846336.475616607;5666434.30497958;30486;2.302157000000000;49.619303000000002;Dressel 20;Vendeuil-Caply;QCM;Belgica;1
-498816.986459172;5350972.71357136;7454;7.717205000000000;47.536817999999997;Dressel 20;Augst;LCP;Germania Superior;1
-410621.150909084;5614880.89712105;18978;8.279095999999999;49.984188000000003;Dressel 20;Mainz;LFO;Germania Superior;1
-1146543.75279093;5995036.12651936;16711;-2.958889000000000;51.613332999999997;Dressel 20;Caerleon;ROM;Britannia;1
-498816.986459172;5350972.71357136;7460;7.717205000000000;47.536817999999997;Dressel 20;Augst;QCR;Germania Superior;1
-2004119.37006333;4189624.25054148;8896;-6.002725000000000;34.686636000000000;Dressel 20;Souk-el-Arba;QVC;Mauretania Tingitana;1
-955335.120889118;5919273.73475023;17016;-0.083333000000000;51.500000000000000;Dressel 20;Southwark;LVA;Britannia;1
-300643.27273879;5342086.36235854;31728;10.315858000000000;47.732208999999997;Dressel 20;Kempten;DFF;Raetia;1
191156.470569917;5337601.5933575;7316;16.850000000000001;48.116667000000000;Dressel 20;Petronell (Carnuntum);PMS;Pannonia Superior;1
-655067.376539272;4908806.22959773;6451;6.735237000000000;43.432858000000003;Dressel 20;Fréjus;SNR;Narbonensis;1
-758879.15566038;5169350.34629686;25677;4.873453000000000;45.524785000000001;Dressel 20;Vienne;SEC;Narbonensis;1
-410621.150909084;5614880.89712105;18979;8.279095999999999;49.984188000000003;Dressel 20;Mainz;MFS;Germania Superior;1
-865236.498132087;5867415.45833038;15789;1.333333000000000;51.283332999999999;Dressel 20;Edinburgh;QCR;Britannia;1
-645305.35403197;5224104.61887438;9490;6.148113000000000;46.195602000000001;Dressel 20;Genève;QCR;Narbonensis;1
-2101407.232689;4138956.41491875;8649;-6.798460000000000;34.053100000000001;Dressel 20;Salé (Sala);GCR;Mauretania Tingitana;1
-801415.473039121;4930388.13719504;10112;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;CIP;Narbonensis;1
-951822.032502968;6227503.90010229;16114;-1.383333000000000;54.083333000000003;Dressel 20;Aldborough;CIB;Britannia;1
-374169.140891316;5253524.5141365;18259;9.526918000000000;46.856752999999998;Dressel 20;Chur;LFO;Raetia;1
-963254.645016083;4941243.02255826;39416;3.008816000000000;43.184417000000003;Dressel 20;Narbonne;QCR;Narbonensis;1
-801415.473039121;4930388.13719504;9899;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;QND;Narbonensis;1
-479238.601452449;5713104.2009449;14690;7.095485000000000;50.734380000000002;Dressel 20;Bonn;PNN;Germania Inferior;1
-921210.35308014;4955167.75173721;39400;3.466383000000000;43.383009999999999;Dressel 20;Florensac;QCC;Narbonensis;1
-959109.411125592;6336532.95218347;15779;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;LCQ;Britannia;1
-876175.305477212;5941478.42952925;16710;0.900000000000000;51.883333000000000;Dressel 20;Colchester;ROM;Britannia;1
-539777.65547751;5851583.40331866;5649;5.866667000000000;51.833333000000003;Dressel 20;Nijmegen;LIT;Germania Inferior;1
-374169.960931298;5659880.3504563;14327;8.672684000000000;50.433886000000001;Dressel 20;Butzbach;QFC;Germania Superior;1
-801415.473039121;4930388.13719504;9854;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;MIM;Narbonensis;1
-955534.176698202;5921032.25118975;16430;-0.093145000000000;51.514248000000002;Dressel 20;London;MVR;Britannia;1
-721676.510052066;5714842.30009884;19645;3.796155000000000;50.298051999999998;Dressel 20;Bavay;APG;Belgica;1
