X;Y;id;lat;long;type;site;code;name;COUNT
-955534.176698202;5921032.25118975;15474;-0.093145000000000;51.514248000000002;Dressel 20;London;PAR;Britannia;1
-963254.645016083;4941243.02255826;10799;3.008816000000000;43.184417000000003;Pascual 1;Narbonne;QFS;Narbonensis;1
-1090919.96526603;4760579.64264189;36633;2.007994000000000;41.396144999999997;Dressel 2-4 Catalan;Sant Vicenç dels Horts;THE;Tarraconensis;1
-1981744.8567853;4107083.95851789;8848;-5.557032000000000;34.073697000000003;Dressel 20;Volubilis;MAR;Mauretania Tingitana;1
-1064829.23760549;4491345.3112758;18188;2.949407000000000;39.144609000000003;Dressel 20;Isla de Cabrera;PNN;Tarraconensis;1
-485508.314167858;5662757.01216428;12753;7.141119000000000;50.284393000000001;Gauloise 4;Monrealer Wald;CDA;Germania Superior;1
-452266.787599882;4133617.898619;19423;10.333333000000000;36.866667000000000;Dressel 2-4 Catalan;Cartago;OPT;Africa Proconsularis;1
-758879.15566038;5169350.34629686;24948;4.873453000000000;45.524785000000001;Amphora incerta;Vienne;LIC;Narbonensis;1
-1080282.31246224;5017282.64795687;15035;1.433188000000000;43.599516000000001;Dressel 20;Toulouse;MAR;Narbonensis;1
355651.547686503;5262510.12218402;21222;19.083333000000000;47.500000000000000;Dressel 6;Budapest;MCA;Pannonia Inferior;1
-758879.15566038;5169350.34629686;24784;4.873453000000000;45.524785000000001;Amphora incerta;Vienne;EHE;Narbonensis;1
-746791.260024395;5070566.32837079;8346;5.265397000000000;44.690916999999999;Dressel 1A;Roanne;ACA;Narbonensis;1
-966491.801529943;4950736.93238566;8240;2.946145000000000;43.259528000000003;Dressel 20;Sallèles;CMS;Narbonensis;1
-644407.601679123;4907006.12023081;9337;6.866667000000000;43.433332999999998;Dressel 2-4 Catalan;Rade d'Agay;ACA;Narbonensis;1
-801415.473039121;4930388.13719504;9963;4.942851000000000;43.383543000000003;Dressel 1B;Golfe de Fos;ANT;Narbonensis;1
-978749.816941154;6343418.25156511;18723;-2.333333000000000;54.966667000000001;Dressel 20;Bardon Mill;APH;Britannia;1
-1194521.19363448;5476793.24020693;27061;-1.429407000000000;47.199049000000002;Gauloise 4;Haute-Goulaine;CDV;Aquitania;1
-1090919.96526603;4760579.64264189;36298;2.007994000000000;41.396144999999997;Dressel 2-4 Catalan;Sant Vicenç dels Horts;GAM;Tarraconensis;1
-948082.257820173;5653686.91376687;30614;1.021950000000000;49.280816999999999;Dressel 20;Caudebec-lès-Elbeuf;MEL;Lugdunensis;1
-943841.974507915;4559035.89454766;12574;4.141960000000000;39.934562999999997;Pascual 1;Alayor;MCN;Tarraconensis;1
-801415.473039121;4930388.13719504;10110;4.942851000000000;43.383543000000003;Dressel 20;Golfe de Fos;CFO;Narbonensis;1
-1981744.8567853;4107083.95851789;8850;-5.557032000000000;34.073697000000003;Dressel 20;Volubilis;MEE;Mauretania Tingitana;1
-397282.299510888;5605440.03849431;27491;8.482550000000000;49.921393999999999;Augst 17;Groß-Gerau;COM;Germania Superior;1
-978749.816941154;6343418.25156511;18730;-2.333333000000000;54.966667000000001;Dressel 20;Bardon Mill;QSP;Britannia;1
-838407.36197678;4989987.83476454;39399;4.359623000000000;43.833778000000002;Dressel 20;Nîmes;QCC;Narbonensis;1
-979826.647826815;4822915.54316754;17506;3.117809000000000;42.139543000000003;Dressel 20;Ampurias;APN;Tarraconensis;1
-691685.887607956;5114642.70749281;39501;5.833333000000000;45.166666999999997;Dressel 20;Isère;MIM;Narbonensis;1
-838407.36197678;4989987.83476454;39411;4.359623000000000;43.833778000000002;Dressel 20;Nîmes;QCP;Narbonensis;1
-1383717.62069951;4469340.82399089;24031;-0.450000000000000;38.350000000000001;Dressel 20;Alicante;QSP;Tarraconensis;1
-963254.645016083;4941243.02255826;9198;3.008816000000000;43.184417000000003;Pascual 1;Narbonne;HIL;Narbonensis;1
-225025.730008559;4658894.83827206;25832;12.283333000000001;41.750000000000000;Dressel 20;Ostia Antica;BEL;Italia;1
