idreq;amphId;amphTypeName;fplmunName;fplcouName;lat;lon;transcription;family
1013;123;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"ACIRGIF";"ACIRGI"
1014;1230;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"MATB";"MAT"
1015;1231;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"MATB";"MAT"
1016;12312;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"...MY..."
1017;12314;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LOCCAI?";"LOCCAI"
1018;12319;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LAGER";"LAVRELIGERMANI"
1019;1232;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"PAI";"PAI"
1020;12320;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LACONF"
1021;12324;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LFCS";"LFCS"
1022;12326;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LFCS";"LFCS"
1023;12327;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"CFS & CFL";"CFS"
1024;12329;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LFCS...";"LFCS"
1025;1233;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"PAI";"PAI"
1026;12331;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LCCO...";"LCCO"
1027;12332;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LFCCOL…";"LFC"
1028;12335;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LOCCAI";"LOCCAI"
1029;12337;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LFCS";"LFCS"
1030;12339;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LFCCOL & LFCCOLL";"LFC"
1031;1234;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"PAI";"PAI"
1032;12340;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"...C"
1033;12345;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LFCBCOLL & LFCBCOE & FLFCBCOLE";"LFC"
1034;1235;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"PAI";"PAI"
1035;12352;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"...FE...?"
1036;12353;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"FABI";"FABI"
1037;12354;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"...MECI?"
1038;12356;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LVAGER"
1039;12357;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LAVGEBC";"LAVRELIGERMANI"
1040;1236;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"TVT & TAT"
1041;1237;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"FCAV";"FCAV"
1042;12374;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"PLC…"
1043;12375;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LAGER";"LAVRELIGERMANI"
1044;12378;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LFCCVCAT...";"LFC"
1045;12379;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LFCCVCAT...";"LFC"
1046;1238;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"FCAV";"FCAV"
1047;12380;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LFL...?";"LFLVC"
1048;12381;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LFCC...";"LFC"
1049;12382;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"MACQV...?"
1050;12383;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"CEMT...?"
1051;12384;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"...CCAV...?"
1052;12385;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"GF..."
1053;12386;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LAGER";"LAVRELIGERMANI"
1054;12387;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LAGER";"LAVRELIGERMANI"
1055;12388;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LAGER";"LAVRELIGERMANI"
1056;1239;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"FCAV";"FCAV"
1057;12398;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"...FC"
1058;12399;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LIDFITALIC";"LIDFIT"
1059;124;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"ACIRGIF";"ACIRGI"
1060;1240;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"GAVFL";"GAVFL"
1061;12400;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LIDFITALICAE?";"LIDFIT"
1062;12401;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LIDFITALICAE?";"LIDFIT"
1063;12403;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LICC...?"
1064;12405;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LAL";"LAEL"
1065;12407;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"QIAF...";"QIA"
1066;1241;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"GAVFL";"GAVFL"
1067;12410;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"STATI";"STATI"
1068;12411;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LAL";"LAEL"
1069;12412;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LS..."
1070;12413;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"...MC..."
1071;1242;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"GAVFL";"GAVFL"
1072;12420;"Dressel 20";"Palma del Río";"Spain";37.6723385329676717;-5.29230731298592705;"ABF";"ABF"
1073;1243;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"GAVFL";"GAVFL"
1074;12434;"Dressel 20";"Palma del Río";"Spain";37.6723385329676717;-5.29230731298592705;"QI...";"QI"
1075;12435;"Dressel 20";"Palma del Río";"Spain";37.6723385329676717;-5.29230731298592705;"QA..."
1076;12437;"Dressel 20";"Palma del Río";"Spain";37.6723385329676717;-5.29230731298592705;"...ALPAHC"
1077;12439;"Dressel 20";"Palma del Río";"Spain";37.6723385329676717;-5.29230731298592705;"LEP...";"LEP"
1078;1244;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"GAVFL";"GAVFL"
1079;12449;"Dressel 20";"Palma del Río";"Spain";37.6723385329676717;-5.29230731298592705;"...CI..."
1080;1245;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"GAVFL";"GAVFL"
1081;12450;"Dressel 20";"Palma del Río";"Spain";37.6723385329676717;-5.29230731298592705;"FCFIVSFM";"FCFIVSFM"
1082;12451;"Dressel 20";"Palma del Río";"Spain";37.6723385329676717;-5.29230731298592705;"TRLA?";"TRLA"
1083;12452;"Dressel 20";"Palma del Río";"Spain";37.6723385329676717;-5.29230731298592705;"FCFIVSFM";"FCFIVSFM"
1084;1246;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"GAVFL";"GAVFL"
1085;12460;"Dressel 20";"Palma del Río";"Spain";37.6723385329676717;-5.29230731298592705;"...MIFRPN"
1086;12468;"Dressel 20";"Palma del Río";"Spain";37.6723385329676717;-5.29230731298592705;"IIAVRHERACLAEPATETFILFCEPAR";"AVRELIHERACLAE"
1087;1247;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"GAVFL";"GAVFL"
1088;12470;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"DIA";"DIA"
1089;12473;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"FCRV";"FCRV"
1090;12474;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"DIA";"DIA"
1091;1248;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"GAVFL";"GAVFL"
1092;12481;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"...NIA..."
1093;12484;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"LFFV";"LFFV"
1094;12485;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"LFFV";"LFFV"
1095;12486;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"LFFV";"LFFV"
1096;1249;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"GAVFL";"GAVFL"
1097;125;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"ACIRGIF";"ACIRGI"
1098;1250;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"GAVFL";"GAVFL"
1099;12501;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"PORT..."
1100;12507;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"SEXN...";"SEXN..."
1101;1251;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"ABA";"ABA"
1102;12513;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"MIM";"MIM"
1103;12514;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"...RL"
1104;12515;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"...CPCI?"
1105;1252;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"ABA";"ABA"
1106;12522;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"LIT";"LIT"
1107;12523;"Dressel 20";"Alcolea del Río";"Spain";37.6371959540628467;-5.64613913717677018;"PNN";"PNN"
1108;12524;"Dressel 20";"Carmona";"Spain";37.4565523947917356;-5.63117013003468969;"...RFP"
1109;12527;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"PMOCVFIGEDO";"PMOCVFIGEDO"
1110;12528;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"LIS";"LIS"
1111;12529;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"CAS..."
1112;1253;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"ACHB"
1113;12530;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"LAL";"LAEL"
1114;12531;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"MA"
1115;12532;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"ILFT";"ILFT"
1116;12533;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"FPAT...";"FPAT"
1117;12534;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"LFCCVCM";"LFC"
1118;12535;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"STT";"STT"
1119;12536;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"DATZCOL";"DATSCOL"
1120;12537;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"...G"
1121;12538;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"CCR";"CCR"
1122;1254;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"ACHILIS"
1123;12541;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"ACI..."
1124;12542;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"PPCAL";"PPCAL"
1125;12543;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"...LVM"
1126;12544;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"LFCFF";"LFC"
1127;12545;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"ILFAMV";"TFA"
1128;12546;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"SATVRNINI";"SATVRNINI"
1129;12548;"Dressel 20";"Santiponce";"Spain";37.43424084773239;-6.03085364479312425;"...RO..."
1130;12549;"Dressel 20";"Coria del Río";"Spain";37.2470076881163834;-6.03498363021976569;"ATTENIAECYTONIDIS";"ATTENIAECYTONIDIS"
1131;12550;"Dressel 20";"Coria del Río";"Spain";37.2470076881163834;-6.03498363021976569;"...TP"
1132;12551;"Dressel 20";"Coria del Río";"Spain";37.2470076881163834;-6.03498363021976569;"LQS";"LQS"
1133;1258;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"QAEAD"
1134;1259;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"QAEAD"
1135;12591;"Dressel 20";"Ciudadela";"Spain";40.0333329999999989;3.8333330000000001;"ACHILI"
1136;12592;"Dressel 20";"Minorca";"Spain";40;4;"ACIRGI";"ACIRGI"
1137;12593;"Dressel 20";"Minorca";"Spain";40;4;"ACIRGI";"ACIRGI"
1138;12594;"Dressel 20";"San Luis";"Spain";39.8512849999999972;4.2602960000000003;"CAMILISILVESTRI";"CAMILISILVESTRI"
1139;12595;"Dressel 20";"Ciudadela";"Spain";40.0333329999999989;3.8333330000000001;"L..."
1140;12596;"Dressel 20";"Caballería, Cabo de";"Spain";40.0892290000000031;4.09478200000000037;"LIVNIMELISSIETMELISSE";"LIVNIMELISSI"
1141;12597;"Dressel 20";"Minorca";"Spain";40;4;"LQS";"LQS"
1142;12598;"Dressel 20";"Caballería, Cabo de";"Spain";40.0892290000000031;4.09478200000000037;"MA..."
1143;12599;"Dressel 20";"Illa del Aire";"Spain";39.8022530000000003;4.29280099999999987;"PPC?"
1144;126;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"ACIRGIF";"ACIRGI"
1145;1260;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"CAEFFM";"CAEF"
1146;12600;"Dressel 20";"Minorca";"Spain";40;4;"...AFAMF?"
1147;12601;"Dressel 20";"Mahón";"Spain";39.9156324385556971;4.2321094234330694;"LIDFITALICAE";"LIDFIT"
1148;1261;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"CAEFFM";"CAEF"
1149;1262;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"CAEFFM";"CAEF"
1150;1263;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"CAEFFM";"CAEF"
1151;1264;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"CAEFM";"CAEF"
1152;1265;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"CAEI & CAEL";"CAEI"
1153;12658;"Dressel 20";"Alcolea del Río";"Spain";37.6371959540628467;-5.64613913717677018;"DFN";"DFN"
1154;12659;"Dressel 20";"Alcolea del Río";"Spain";37.6371959540628467;-5.64613913717677018;"CMM";"CMM"
1155;1266;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"CAELIFB (CAEIFB)";"CAEI"
1156;12660;"Dressel 20";"Alcolea del Río";"Spain";37.6371959540628467;-5.64613913717677018;"CMM";"CMM"
1157;12666;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"CANTONIQVIETI";"CANTONIQVIETI"
1158;12669;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"CIALS";"CIALS"
1159;1267;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"CAELIFB (CAEIFB)";"CAEI"
1160;12670;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"CSEMPO";"CSEMPRONIPOLYCLITI"
1161;12673;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"LSSEPT";"LSSEPT"
1162;12675;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"LVTROPHIMI";"LVALERITROPHIMI"
1163;12676;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"MAELALEX";"MAELIALEXANDRI"
1164;12678;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"MFABPAT"
1165;12679;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"MIM";"MIM"
1166;1268;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"CAELIFB (CAEIFB)";"CAEI"
1167;12682;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"MSP";"MSP"
1168;12686;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"OLYMPI";"OLYMPI"
1169;12688;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"QFALBE…?"
1170;12689;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"QIMF";"QIM"
1171;1269;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"LAEL";"LAEL"
1172;12690;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"…IIQ…"
1173;12691;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"QSP";"QSP"
1174;12692;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"ROMANI";"ROMANI"
1175;12693;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"HISPSAENI";"HISPANI"
1176;12694;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"SNR";"SNR"
1177;12695;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"TAASIATICI";"TATILIASIATICI"
1178;12697;"Dressel 20";"Bregenz";"Austria";47.5066073499290766;9.73613979632581916;"VIRI";"VIRI"
1179;12698;"Dressel 20";"Eining";"Germany";48.8563199999999966;11.7722160000000002;"ACIRGI";"ACIRGI"
1180;12699;"Dressel 20";"Passau";"Germany";48.5816280790134627;13.4150477552827727;"PCLODIICELI";"PCLODICELI"
1181;127;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"ACIRGIF";"ACIRGI"
1182;1270;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"LAEL";"LAEL"
1183;12700;"Dressel 20";"Regensburg";"Germany";49.0123826674627381;12.1147883793923796;"LSLP";"LSL"
1184;12701;"Dressel 20";"Regensburg";"Germany";49.0123826674627381;12.1147883793923796;"QIMFN";"QIM"
1185;12702;"Dressel 20";"Regensburg";"Germany";49.0123826674627381;12.1147883793923796;"COI"
1186;1271;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"LAEL";"LAEL"
1187;1272;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"LAEL";"LAEL"
1188;1273;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"LAEL?";"LAEL"
1189;1274;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"LAEL";"LAEL"
1190;1275;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"AELFO?";"ALFO"
1191;1276;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"LAELPHIL? & AELFO?";"LAEL"
1192;1277;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"LAEL";"LAEL"
1193;12774;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"APM"
1194;1278;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"LAEMAROL";"LAEM"
1195;1279;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"QAEOPTATI";"QAELIOPTATI"
1196;12794;"Dressel 20";"Carmona";"Spain";37.4565523947917356;-5.63117013003468969;"LIC..."
1197;12795;"Dressel 20";"Córdoba";"Spain";37.8491784275163781;-4.70193817013007909;"...AVFER"
1198;12796;"Dressel 20";"Almodóvar del Río";"Spain";37.8392898720533637;-5.01015481423008069;"T...VA";"T...VA"
1199;12799;"Dressel 20";"Almodóvar del Río";"Spain";37.8392898720533637;-5.01015481423008069;"CIVLIBAR";"CIVLIBAR"
1200;128;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"ACIRGI";"ACIRGI"
1201;1280;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"QAEOPTATI";"QAELIOPTATI"
1202;12800;"Dressel 20";"Almodóvar del Río";"Spain";37.8392898720533637;-5.01015481423008069;"CIVLIBAR";"CIVLIBAR"
1203;12804;"Dressel 20";"Posadas";"Spain";37.8377014180077254;-5.11782956942444933;"LFCDN?";"LFC"
1204;12805;"Dressel 20";"Posadas";"Spain";37.8377014180077254;-5.11782956942444933;"...CCVF..."
1205;12807;"Dressel 20";"Fuente Palmera";"Spain";37.7158973438584653;-5.09931559628668651;"CVFM"
1206;1281;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"QAEOPTATI";"QAELIOPTATI"
1207;12810;"Dressel 20";"Fuente Palmera";"Spain";37.7158973438584653;-5.09931559628668651;"FCCVFM";"FCCVFM"
1208;12814;"Dressel 20";"Posadas";"Spain";37.8377014180077254;-5.11782956942444933;"PM"
1209;1282;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"QAEOPTATI";"QAELIOPTATI"
1210;12824;"Dressel 20";"Palma del Río";"Spain";37.6723385329676717;-5.29230731298592705;"...RATT..."
1211;12827;"Dressel 20";"Boscoreale";"Italy";40.7793929309122376;14.5066135110996637;"IVCVNDI";"IVCVNDI"
1212;1283;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"QAEO";"QAELIOPTATI"
1213;12832;"Dressel 20";"Palma del Río";"Spain";37.6723385329676717;-5.29230731298592705;"CIIALB";"CIALB"
1214;12836;"Dressel 20";"Palma del Río";"Spain";37.6723385329676717;-5.29230731298592705;"QIGSEG";"QIC"
1215;12837;"Dressel 20";"Palma del Río";"Spain";37.6723385329676717;-5.29230731298592705;"QIMEN";"QIM"
1216;12839;"Dressel 20";"Palma del Río";"Spain";37.6723385329676717;-5.29230731298592705;"...MXIEM...vel...MXIEN..."
1217;1284;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"QAEOPO";"QAELIOPTATI"
1218;12840;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"?"
1219;12843;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"...A..."
1220;12845;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"FEL...";"FEL..."
1221;12847;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"PSAVIT";"PSAVITI"
1222;1285;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"QAEOPO";"QAELIOPTATI"
1223;12851;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"...GAQVE"
1224;12853;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LACONE"
1225;12855;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"...LAVRGER"
1226;1286;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"QAEOPCOL";"QAELIOPTATI"
1227;12861;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LVIVC";"LVIVCV"
1228;12862;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"LVIVCV";"LVIVCV"
1229;12867;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"IISILVESTRI";"IISILVESTRI"
1230;12868;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"SILVESTRI";"SILVESTRI"
1231;12869;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"IICAMILIMELISSI";"CAMILIMELISSI"
1232;1287;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"GANTQVIETI";"CANTONIQVIETI"
1233;1288;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"MAEARIFICIANI";"MAEARIFICIANI"
1234;12880;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"FELICI";"FELICIS"
1235;12881;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"FELICI";"FELICIS"
1236;12884;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"...IVM?"
1237;12885;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"...ROMAN"
1238;12887;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"...L..."
1239;12889;"Dressel 20";"Écija";"Spain";37.5422030000000007;-5.08259900000000009;"SY...";"SY..."
1240;1289;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"MAEARIFICIANI";"MAEARIFICIANI"
1241;12894;"Dressel 20";"Peñaflor";"Spain";37.7308713198533141;-5.36466757132333072;"OTV & QTV"
1242;12896;"Dressel 20";"Peñaflor";"Spain";37.7308713198533141;-5.36466757132333072;"...A...F…"
1243;12899;"Dressel 20";"Peñaflor";"Spain";37.7308713198533141;-5.36466757132333072;"NII...";"NIII"
1244;129;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"ACIRGI";"ACIRGI"
1245;1290;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"MAEARIFICIANI";"MAEARIFICIANI"
1246;12902;"Dressel 20";"Peñaflor";"Spain";37.7308713198533141;-5.36466757132333072;"...A"
1247;12905;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"...MST"
1248;12906;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"...ST"
1249;12908;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"...ICCRA"
1250;12909;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"...LSLVP"
1251;1291;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"MAEARIFICIANI";"MAEARIFICIANI"
1252;12910;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"IFPV & LFPV";"IFPV & LFPV"
1253;12918;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"LTEL..."
1254;12919;"Dressel 20";"Lora del Río";"Spain";37.66991047726858;-5.50853236555041281;"RATAN"
1255;1292;"Dressel 20";"Roma";"Italy";41.8851022907896891;12.4607464157529453;"AELFOPT";"ALFO"
