0;7326;Oberaden 74;Bordeaux;France;44.8404390000000035;-0.580500000000000016;PHILODAMVS
1;2650;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;CIALB;CIALB
2;33256;Dressel 2-4 Catalan;Barcelona;Spain;41.3983709999999974;2.17410000000000014;O
3;20958;Dressel 1;Mont-Beuvray;France;46.9267800000000008;4.03214299999999959;SIN
4;26020;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;PALMA;PALMA
5;16637;Dressel 20;Cumbernauld;United Kingdom;55.9500000000000028;-3.98333300000000001;PQ
6;1165;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;CAP;CAP
7;4332;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;CTYC;CTYC
8;33025;Dressel 6B;Padova;Italy;45.4166669999999968;11.8833330000000004;LAEK
9;16590;Dressel 20;Cirencester;United Kingdom;51.7333330000000018;-1.98333300000000001;CPCAMO
10;40133;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;DAMA
11;28008;Pascual 1;Orléans;France;47.9028909999999968;1.90388700000000011;M…
12;39655;Dressel 20;Saint-Romain-en-Gal;France;45.5315920000000034;4.86074300000000026;CSEMPPOLYCLITI;CSEMPRONIPOLYCLITI
13;20842;Dressel 1;Mont-Beuvray;France;46.9267800000000008;4.03214299999999959;GA
14;31676;Dressel 6B;Magdalensberg;Austria;46.6499999999999986;14.9666669999999993;PTOLEM
15;8764;Dressel 20;Mandeure;France;47.4492109999999983;6.80762499999999982;EVRI;EVRI
16;10071;Gauloise 4;Golfe de Fos;France;43.3835430000000031;4.94285100000000011;MATVRI
17;23707;Lamboglia 2;San Pedro;Spain;37.8022419999999997;-0.751789000000000041;((VICTORIA))
18;27985;Dressel 20;Nida-Heddernheim;Germany;50.1595480000000009;8.64583499999999994;LIVNIMELISSI;LIVNIMELISSI
19;27413;Dressel 20;Dieburg;Germany;49.8973820000000003;8.84613200000000077;ACIRC;ACIRGI
20;23775;Lamboglia 2;Cartagena;Spain;37.6051209999999969;-0.986231999999999998;…ALLAE
21;17486;Brindisian amphora;Ampurias;Spain;42.1395430000000033;3.11780899999999983;VEHIL
22;28359;Dressel 20;Almodóvar del Río;Spain;37.8107019999999991;-5.02036999999999978;LIBERALINIS;LIBERALINI
23;39634;Dressel 20;Vienne;France;45.5247850000000014;4.87345299999999959;CSP
24;6137;Dressel 1;Ceilhes-et-Rocozels;France;43.8035330000000016;3.11059999999999981;ANT
25;14260;Dressel 20;Neuss;Germany;51.1980709999999988;6.68503700000000034;IIIENNIORIVLSAE?;ENNIORVMIVLIORVM
26;38126;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;VEHILI
27;6275;Pascual 1;Mataró;Spain;41.5421130000000005;2.44450300000000009;VERD
28;3599;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;NICR
29;495;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;GFSCVFM;GFS
30;41090;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;VEHILIANA
31;36500;Dressel 2-4 Catalan;Sant Vicenç dels Horts;Spain;41.3961449999999971;2.00799400000000006;P;P...
32;37504;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;VISELLI
33;27819;Augst 17;Hofheim;Germany;49.6574949999999973;8.41384500000000024;PONTICI
34;39282;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;APOLLONI
35;15497;Dressel 20;Edinburgh;United Kingdom;51.2833329999999989;1.3333330000000001;ACIRGI (ACIRCI);ACIRGI
36;2717;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;LIM;LIM
37;5869;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;QIMFN;QIM
38;28040;Dressel 20;Bourges;France;47.0833330000000032;2.39999999999999991;SFE;SFE
39;40680;Brindisian amphora;Brindisi;Italy;40.6333330000000004;17.9333330000000011;PILEMO
40;19539;Dressel 20;Fréjus;France;43.4328580000000031;6.7352369999999997;GERMIS? & CERMIS?;GERMIS
41;5979;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;POPVLI;POPVLI
42;17316;Pascual 1;Barcelona;Spain;41.3983709999999974;2.17410000000000014;AMANDI
43;19481;Dressel 2-4 Catalan;Imperia;Italy;43.8833330000000004;8.05000000000000071;CPF
44;30734;Mortarium;London;United Kingdom;51.514248000000002;-0.0931450000000000056;VRBANVSTIBERF
45;29510;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;SCALES;SCALES
46;27390;Dressel 20;Alzey;Germany;49.7465740000000025;8.11512800000000034;CAEFM;CAEF
47;27103;Operculum;Sousse (Hadrumetum);Tunisia;35.8253879999999967;10.6369910000000001;ALEXANDER
48;36165;Lamboglia 2;Ancona;Italy;43.6333330000000004;13.5;CASTRA
49;35937;Brindisian amphora;Canale Giancola;Italy;40.6833329999999975;17.8500000000000014;LMARCISATVR;LMARCISATVR
50;3391;Dressel 20;Roma;Italy;41.8999999999999986;12.483333;PNN;PNN
51;8019;Dressel 20;Choloy;France;48.6631560000000007;5.8176420000000002;LIVNIMELISSI;LIVNIMELISSI
52;33849;Dressel 1C;Albinia;Italy;42.5;11.25;ARS
53;18605;Dressel 2-4 Catalan;Îles Lavezzi;France;41.3410960000000003;9.25418499999999966;VIC
