X;Y;id;lat;long;type;site;code;name;COUNT;locType
-1053825.80265992;6393156.00011605;33413;-3.666667000000000;55.149999999999999;Dressel 20;Dalswinton;QIMFN;Caledonia;1;Hadrian Wall
-1056206.19754392;5892734.20401508;15522;-1.316667000000000;51.016666999999998;Dressel 20;Winchester;SAEQARR;Britannia;1;other
-1150134.75997591;5922586.44830289;16624;-2.678333000000000;51.007221999999999;Dressel 20;Ilchester;PERANIRENSA;Britannia;1;other
-955595.339807476;5959109.64154238;16304;-0.250000000000000;51.833333000000003;Dressel 20;St. Albans;TALFM;Britannia;1;other
-1083293.76877323;6165894.85261533;17208;-2.916667000000000;53.200000000000003;Dressel 20;Chester;OC;Britannia;1;other
-1083293.76877323;6165894.85261533;15380;-2.916667000000000;53.200000000000003;Dressel 20;Chester;A;Britannia;1;other
-1086155.86087837;6102062.58848629;16094;-2.650000000000000;52.666666999999997;Dressel 20;Wroxeter;QIAL;Britannia;1;other
-987269.022203111;6064838.38817018;15937;-1.133333000000000;52.633333000000000;Dressel 20;Leicester;IIIIEN;Britannia;1;other
-1019166.01774611;6347771.26986266;16545;-2.933333000000000;54.883333000000000;Dressel 20;Carlisle;DOMS;Britannia;1;Hadrian Wall
-897411.487361272;5935779.11780248;16161;0.633333000000000;51.783332999999999;Dressel 20;Witham;QIMFN;Britannia;1;other
-959109.411125592;6336532.95218347;16930;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;FSCIMNIANO;Britannia;1;Hadrian Wall
-976846.213437393;6348805.48164578;16267;-2.333333000000000;55.016666999999998;Dressel 20;Housesteads;LIVNIMSSIP;Britannia;1;Hadrian Wall
-978749.816941154;6343418.25156511;33383;-2.333333000000000;54.966667000000001;Dressel 20;Bardon Mill;APN;Britannia;1;Hadrian Wall
-1086155.86087837;6102062.58848629;16444;-2.650000000000000;52.666666999999997;Dressel 20;Wroxeter;IN;Britannia;1;other
-955534.176698202;5921032.25118975;15395;-0.093145000000000;51.514248000000002;Dressel 20;London;GAF;Britannia;1;other
-955534.176698202;5921032.25118975;16167;-0.093145000000000;51.514248000000002;Dressel 20;London;QIMFN;Britannia;1;other
-1069291.35015805;5991375.1162584;16156;-1.916667000000000;51.799999999999997;Dressel 20;Chedworth;QIM;Britannia;1;other
-955534.176698202;5921032.25118975;15437;-0.093145000000000;51.514248000000002;Dressel 20;London;CAM;Britannia;1;other
-936866.068451985;6208531.92561426;15907;-1.083333000000000;53.966667000000001;Dressel 20;York;MFSMCS;Britannia;1;other
-959109.411125592;6336532.95218347;16365;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;GMMF;Britannia;1;Hadrian Wall
-1146543.75279093;5995036.12651936;17055;-2.958889000000000;51.613332999999997;Dressel 20;Caerleon;LVALTROPHIMI;Britannia;1;other
-978749.816941154;6343418.25156511;18741;-2.333333000000000;54.966667000000001;Dressel 20;Bardon Mill;Q;Britannia;1;Hadrian Wall
-876175.305477212;5941478.42952925;15636;0.900000000000000;51.883333000000000;Dressel 20;Colchester;PARVA;Britannia;1;other
-1146543.75279093;5995036.12651936;16549;-2.958889000000000;51.613332999999997;Dressel 20;Caerleon;DOM;Britannia;1;other
-959109.411125592;6336532.95218347;15627;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;CAPF;Britannia;1;Hadrian Wall
-1086155.86087837;6102062.58848629;16215;-2.650000000000000;52.666666999999997;Dressel 20;Wroxeter;T;Britannia;1;other
-1086155.86087837;6102062.58848629;15667;-2.650000000000000;52.666666999999997;Dressel 20;Wroxeter;DATSCOL;Britannia;1;other
-1027506.4505164;5923648.71862759;16671;-1.066667000000000;51.350000000000001;Dressel 20;Silchester;LQS;Britannia;1;other
-876175.305477212;5941478.42952925;15548;0.900000000000000;51.883333000000000;Dressel 20;Colchester;AGRICOLAE;Britannia;1;other
-955534.176698202;5921032.25118975;16581;-0.093145000000000;51.514248000000002;Dressel 20;London;OPTATI;Britannia;1;other
-978749.816941154;6343418.25156511;33382;-2.333333000000000;54.966667000000001;Dressel 20;Bardon Mill;AP;Britannia;1;Hadrian Wall
-987115.65578713;5921009.41194968;15861;-0.516667000000000;51.433332999999998;Dressel 20;Staines;MCLSH;Britannia;1;other
-876175.305477212;5941478.42952925;15888;0.900000000000000;51.883333000000000;Dressel 20;Colchester;CEC;Britannia;1;other
-926993.142952562;6117472.83278893;16744;-0.533333000000000;53.233333000000002;Dressel 20;Lincoln;PSAV;Britannia;1;other
-865236.498132087;5867415.45833038;17034;1.333333000000000;51.283332999999999;Dressel 20;Edinburgh;MVRVC;Britannia;1;other
-926993.142952562;6117472.83278893;16625;-0.533333000000000;53.233333000000002;Dressel 20;Lincoln;PONTIC;Britannia;1;other
-955595.339807476;5959109.64154238;16816;-0.250000000000000;51.833333000000003;Dressel 20;St. Albans;SAENB;Britannia;1;other
-955534.176698202;5921032.25118975;17058;-0.093145000000000;51.514248000000002;Dressel 20;London;LVTROPHIMI;Britannia;1;other
-959109.411125592;6336532.95218347;15448;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;DAP;Britannia;1;Hadrian Wall
-1035695.10426702;6221994.55355308;17117;-2.533333000000000;53.799999999999997;Dressel 20;Ribchester;CA;Britannia;1;other
-936866.068451985;6208531.92561426;16024;-1.083333000000000;53.966667000000001;Dressel 20;York;PORLFS;Britannia;1;other
-1086155.86087837;6102062.58848629;16776;-2.650000000000000;52.666666999999997;Dressel 20;Wroxeter;PSMARN;Britannia;1;other
-955534.176698202;5921032.25118975;15656;-0.093145000000000;51.514248000000002;Dressel 20;London;AATRV;Britannia;1;other
-955534.176698202;5921032.25118975;17010;-0.093145000000000;51.514248000000002;Dressel 20;London;THALLI;Britannia;1;other
-1219225.95849582;6027004.36027018;15389;-4.064722000000000;51.662222000000000;Dressel 20;Loughor;GAF;Britannia;1;other
-936866.068451985;6208531.92561426;16070;-1.083333000000000;53.966667000000001;Dressel 20;York;HISPSAENI;Britannia;1;other
-882929.136244843;5870413.34334731;16841;1.083333000000000;51.266666999999998;Dressel 20;Canterbury;SATVRNINI;Britannia;1;other
-955534.176698202;5921032.25118975;16793;-0.093145000000000;51.514248000000002;Dressel 20;London;SP;Britannia;1;other
-955534.176698202;5921032.25118975;15714;-0.093145000000000;51.514248000000002;Dressel 20;London;MCC;Britannia;1;other
-978749.816941154;6343418.25156511;18732;-2.333333000000000;54.966667000000001;Dressel 20;Bardon Mill;HISPSAENI;Britannia;1;Hadrian Wall
-1027506.4505164;5923648.71862759;15994;-1.066667000000000;51.350000000000001;Dressel 20;Silchester;SFE;Britannia;1;other
-876175.305477212;5941478.42952925;15441;0.900000000000000;51.883333000000000;Dressel 20;Colchester;SAMIS;Britannia;1;other
-955534.176698202;5921032.25118975;16564;-0.093145000000000;51.514248000000002;Dressel 20;London;POROCODVBROCODV;Britannia;1;other
-955534.176698202;5921032.25118975;16656;-0.093145000000000;51.514248000000002;Dressel 20;London;LQS;Britannia;1;other
-926993.142952562;6117472.83278893;16295;-0.533333000000000;53.233333000000002;Dressel 20;Lincoln;IIIVNIMETMELISSE;Britannia;1;other
-1035695.10426702;6221994.55355308;15549;-2.533333000000000;53.799999999999997;Dressel 20;Ribchester;AGRICOLAE;Britannia;1;other
-978749.816941154;6343418.25156511;33401;-2.333333000000000;54.966667000000001;Dressel 20;Bardon Mill;QMR;Britannia;1;Hadrian Wall
-936866.068451985;6208531.92561426;16346;-1.083333000000000;53.966667000000001;Dressel 20;York;RM;Britannia;1;other
-965493.442812641;6344810.31896742;16858;-2.150000000000000;55.016666999999998;Dressel 20;Chesters;SAXOFERRO;Britannia;1;Hadrian Wall
-1021039.95093317;6515488.31588027;16530;-3.866667000000000;56.250000000000000;Dressel 20;Ardoch house;DOMS;Caledonia;1;Antonine Wall
-921366.793713559;6326136.95249025;17169;-1.421389000000000;54.987777999999999;Dressel 20;South Shields;A;Britannia;1;Hadrian Wall
-959109.411125592;6336532.95218347;15509;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;ACIRGI;Britannia;1;Hadrian Wall
-926993.142952562;6117472.83278893;16458;-0.533333000000000;53.233333000000002;Dressel 20;Lincoln;SNI;Britannia;1;other
-1146543.75279093;5995036.12651936;15633;-2.958889000000000;51.613332999999997;Dressel 20;Caerleon;CAPF;Britannia;1;other
-1076201.6810463;5985621.38794828;15989;-1.983333000000000;51.733333000000002;Dressel 20;Cirencester;SFE;Britannia;1;other
-865236.498132087;5867415.45833038;16095;1.333333000000000;51.283332999999999;Dressel 20;Edinburgh;QI;Britannia;1;other
-955534.176698202;5921032.25118975;16031;-0.093145000000000;51.514248000000002;Dressel 20;London;CFSA;Britannia;1;other
-959109.411125592;6336532.95218347;15397;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;CAPF;Britannia;1;Hadrian Wall
-959109.411125592;6336532.95218347;32480;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;LFCCVCAT;Britannia;1;Hadrian Wall
-1090534.60998064;6002523.13726591;16805;-2.250000000000000;51.833333000000003;Dressel 20;Gloucester;LSSEPT;Britannia;1;other
-1029688.03104876;6282621.22662161;15801;-2.750000000000000;54.316667000000002;Dressel 20;Watercrook;MMCS;Britannia;1;Hadrian Wall
-955595.339807476;5959109.64154238;15619;-0.250000000000000;51.833333000000003;Dressel 20;St. Albans;LANTSVRI;Britannia;1;other
-1096640.02516094;5869277.78268762;16996;-1.748246000000000;50.713760000000001;Dressel 20;Hengistbury Head;QSERVBR;Britannia;1;other
-865236.498132087;5867415.45833038;17167;1.333333000000000;51.283332999999999;Dressel 20;Edinburgh;TMCOR;Britannia;1;other
-955534.176698202;5921032.25118975;16374;-0.093145000000000;51.514248000000002;Dressel 20;London;QMR;Britannia;1;other
-1086237.24055323;6150713.66929368;16722;-2.883333000000000;53.066667000000002;Dressel 20;Holt;RRVS;Britannia;1;other
-865236.498132087;5867415.45833038;15941;1.333333000000000;51.283332999999999;Dressel 20;Edinburgh;EROTIS;Britannia;1;other
-955595.339807476;5959109.64154238;17116;-0.250000000000000;51.833333000000003;Dressel 20;St. Albans;C;Britannia;1;other
-1055790.16507326;6178472.98020371;16324;-2.600000000000000;53.383333000000000;Dressel 20;Warrington;MLPIG;Britannia;1;other
-936866.068451985;6208531.92561426;15696;-1.083333000000000;53.966667000000001;Dressel 20;York;BELSIL;Britannia;1;other
-1076201.6810463;5985621.38794828;17141;-1.983333000000000;51.733333000000002;Dressel 20;Cirencester;MS;Britannia;1;other
-955534.176698202;5921032.25118975;16387;-0.093145000000000;51.514248000000002;Dressel 20;London;QMR;Britannia;1;other
-955595.339807476;5959109.64154238;16826;-0.250000000000000;51.833333000000003;Dressel 20;St. Albans;SAENA;Britannia;1;other
-1086155.86087837;6102062.58848629;17102;-2.650000000000000;52.666666999999997;Dressel 20;Wroxeter;VRITTIAVRITIA;Britannia;1;other
-1083293.76877323;6165894.85261533;16887;-2.916667000000000;53.200000000000003;Dressel 20;Chester;FSCIMNIANO;Britannia;1;other
-1083293.76877323;6165894.85261533;16405;-2.916667000000000;53.200000000000003;Dressel 20;Chester;LMVE;Britannia;1;other
-1004487.39182511;6205107.73228169;16035;-2.016667000000000;53.750000000000000;Dressel 20;Heptonstall;QFVE;Britannia;1;other
-876175.305477212;5941478.42952925;16033;0.900000000000000;51.883333000000000;Dressel 20;Colchester;CFVA;Britannia;1;other
-1083293.76877323;6165894.85261533;16356;-2.916667000000000;53.200000000000003;Dressel 20;Chester;LMFE;Britannia;1;other
-935939.492316312;5963071.40251021;15640;0.000000000000000;51.916666999999997;Dressel 20;Westmill;PARVA;Britannia;1;other
-876175.305477212;5941478.42952925;16946;0.900000000000000;51.883333000000000;Dressel 20;Colchester;CSEMPOLY;Britannia;1;other
-959109.411125592;6336532.95218347;15493;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;ACIRGI;Britannia;1;Hadrian Wall
-926993.142952562;6117472.83278893;16269;-0.533333000000000;53.233333000000002;Dressel 20;Lincoln;LIVNIMEISSIP;Britannia;1;other
-876175.305477212;5941478.42952925;25428;0.900000000000000;51.883333000000000;Dressel 20;Colchester;PSAVITI;Britannia;1;other
-955534.176698202;5921032.25118975;16825;-0.093145000000000;51.514248000000002;Dressel 20;London;ASAENI;Britannia;1;other
-965493.442812641;6344810.31896742;16921;-2.150000000000000;55.016666999999998;Dressel 20;Chesters;FSCIMNIANO;Britannia;1;Hadrian Wall
-978749.816941154;6343418.25156511;18747;-2.333333000000000;54.966667000000001;Dressel 20;Bardon Mill;LI;Britannia;1;Hadrian Wall
-955534.176698202;5921032.25118975;15594;-0.093145000000000;51.514248000000002;Dressel 20;London;CANTQ;Britannia;1;other
-876175.305477212;5941478.42952925;15489;0.900000000000000;51.883333000000000;Dressel 20;Colchester;ACIRGIACIRCI;Britannia;1;other
-954400.225932827;6162237.29450176;16410;-1.116667000000000;53.533332999999999;Dressel 20;Doncaster;LMVE;Britannia;1;other
-977451.949243476;6113705.91935717;16422;-1.216667000000000;53.066667000000002;Dressel 20;Newstead;CMARISILVANI;Britannia;1;other
-955534.176698202;5921032.25118975;16954;-0.093145000000000;51.514248000000002;Dressel 20;London;CSEMPOL;Britannia;1;other
-1083293.76877323;6165894.85261533;15606;-2.916667000000000;53.200000000000003;Dressel 20;Chester;CANTONIQVIETI;Britannia;1;other
-926993.142952562;6117472.83278893;16562;-0.533333000000000;53.233333000000002;Dressel 20;Lincoln;POROCODVBROCODV;Britannia;1;other
-865236.498132087;5867415.45833038;17148;1.333333000000000;51.283332999999999;Dressel 20;Edinburgh;PS;Britannia;1;other
-1027506.4505164;5923648.71862759;16678;-1.066667000000000;51.350000000000001;Dressel 20;Silchester;QVINTANI;Britannia;1;other
-985937.986230463;6512319.20159027;16465;-3.333333000000000;56.333333000000003;Dressel 20;Abernethy;PNN;Caledonia;1;Antonine Wall
-1063737.17227391;6491121.01523214;16500;-4.350000000000000;55.916666999999997;Dressel 20;Bearsden;SNR;Caledonia;1;Antonine Wall
-987269.022203111;6064838.38817018;15887;-1.133333000000000;52.633333000000000;Dressel 20;Leicester;CEC;Britannia;1;other
-977451.949243476;6113705.91935717;15820;-1.216667000000000;53.066667000000002;Dressel 20;Newstead;MMCSVR;Britannia;1;other
-978749.816941154;6343418.25156511;18744;-2.333333000000000;54.966667000000001;Dressel 20;Bardon Mill;LIVNIMELISSIIIIVNIMELISSIETMELISSE;Britannia;1;Hadrian Wall
-978749.816941154;6343418.25156511;15601;-2.333333000000000;54.966667000000001;Dressel 20;Bardon Mill;CANTQVIETI;Britannia;1;Hadrian Wall
-1056206.19754392;5892734.20401508;17165;-1.316667000000000;51.016666999999998;Dressel 20;Winchester;SO;Britannia;1;other
-1076201.6810463;5985621.38794828;16702;-1.983333000000000;51.733333000000002;Dressel 20;Cirencester;ROMANI;Britannia;1;other
-1133676.47494271;5990168.43000047;16831;-2.766667000000000;51.609999999999999;Dressel 20;Caerwent;QSASER;Britannia;1;other
-876175.305477212;5941478.42952925;16329;0.900000000000000;51.883333000000000;Dressel 20;Colchester;CLPVDEGLPVDE;Britannia;1;other
-1172762.88304592;6192560.61999399;15582;-4.266667000000000;53.149999999999999;Dressel 20;Caernarfon;CANTCNT;Britannia;1;other
-977451.949243476;6113705.91935717;16802;-1.216667000000000;53.066667000000002;Dressel 20;Newstead;PORGSS;Britannia;1;other
-876175.305477212;5941478.42952925;16493;0.900000000000000;51.883333000000000;Dressel 20;Colchester;PNN;Britannia;1;other
-1025696.772362;5861141.41927802;15592;-0.783333000000000;50.833333000000003;Dressel 20;Chicester;CANTONIQVIETI;Britannia;1;other
-886593.022865327;6200321.60324008;15688;-0.333333000000000;54.033332999999999;Dressel 20;Harpham;MAXIFAX;Britannia;1;other
-955534.176698202;5921032.25118975;16160;-0.093145000000000;51.514248000000002;Dressel 20;London;QIMFN;Britannia;1;other
-1083293.76877323;6165894.85261533;15415;-2.916667000000000;53.200000000000003;Dressel 20;Chester;PORPAH;Britannia;1;other
-1083293.76877323;6165894.85261533;16404;-2.916667000000000;53.200000000000003;Dressel 20;Chester;LMVE;Britannia;1;other
-876175.305477212;5941478.42952925;16022;0.900000000000000;51.883333000000000;Dressel 20;Colchester;PORFS;Britannia;1;other
-1220579.71815816;5909605.90316364;17220;-3.533333000000000;50.700000000000003;Dressel 20;Exeter;VA;Britannia;1;other
-865236.498132087;5867415.45833038;15384;1.333333000000000;51.283332999999999;Dressel 20;Edinburgh;SA;Britannia;1;other
-1029688.03104876;6282621.22662161;15886;-2.750000000000000;54.316667000000002;Dressel 20;Watercrook;QDC;Britannia;1;Hadrian Wall
-1133676.47494271;5990168.43000047;16980;-2.766667000000000;51.609999999999999;Dressel 20;Caerwent;SER;Britannia;1;other
-959109.411125592;6336532.95218347;15475;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;PAR;Britannia;1;Hadrian Wall
-1080344.47533016;6191222.0230461;17000;-3.000000000000000;53.416666999999997;Dressel 20;Liverpool;STCA;Britannia;1;other
-1019166.01774611;6347771.26986266;32258;-2.933333000000000;54.883333000000000;Dressel 20;Carlisle;LVC;Britannia;1;Hadrian Wall
-876175.305477212;5941478.42952925;16240;0.900000000000000;51.883333000000000;Dressel 20;Colchester;LIVNIMELISSI;Britannia;1;other
-955534.176698202;5921032.25118975;16306;-0.093145000000000;51.514248000000002;Dressel 20;London;MLFIDI;Britannia;1;other
-1019166.01774611;6347771.26986266;33315;-2.933333000000000;54.883333000000000;Dressel 20;Carlisle;QMR;Britannia;1;Hadrian Wall
-1220579.71815816;5909605.90316364;15797;-3.533333000000000;50.700000000000003;Dressel 20;Exeter;QCR;Britannia;1;other
-865236.498132087;5867415.45833038;17198;1.333333000000000;51.283332999999999;Dressel 20;Edinburgh;LID;Britannia;1;other
-959109.411125592;6336532.95218347;16106;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;CIALBGIALB;Britannia;1;Hadrian Wall
-865236.498132087;5867415.45833038;16216;1.333333000000000;51.283332999999999;Dressel 20;Edinburgh;L;Britannia;1;other
-1096640.02516094;5869277.78268762;15694;-1.748246000000000;50.713760000000001;Dressel 20;Hengistbury Head;BELLICIANAPAGALLENI;Britannia;1;other
-955534.176698202;5921032.25118975;16291;-0.093145000000000;51.514248000000002;Dressel 20;London;IIIVNIMELISSIETMELISSE;Britannia;1;other
-876175.305477212;5941478.42952925;16026;0.900000000000000;51.883333000000000;Dressel 20;Colchester;PORLFS;Britannia;1;other
-926993.142952562;6117472.83278893;16368;-0.533333000000000;53.233333000000002;Dressel 20;Lincoln;GMM;Britannia;1;other
-959109.411125592;6336532.95218347;25461;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;VIRIII;Britannia;1;Hadrian Wall
-1086155.86087837;6102062.58848629;15812;-2.650000000000000;52.666666999999997;Dressel 20;Wroxeter;MMCSA;Britannia;1;other
-959109.411125592;6336532.95218347;32481;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;LIVNIMELISSIP;Britannia;1;Hadrian Wall
-959109.411125592;6336532.95218347;15762;-2.016667000000000;54.966667000000001;Dressel 20;Corbridge;PCICELI;Britannia;1;Hadrian Wall
-987269.022203111;6064838.38817018;16076;-1.133333000000000;52.633333000000000;Dressel 20;Leicester;HISPANISAEN;Britannia;1;other
-1083293.76877323;6165894.85261533;16241;-2.916667000000000;53.200000000000003;Dressel 20;Chester;LIVNIMELISSI;Britannia;1;other
-955534.176698202;5921032.25118975;15464;-0.093145000000000;51.514248000000002;Dressel 20;London;MAR;Britannia;1;other
-955534.176698202;5921032.25118975;16698;-0.093145000000000;51.514248000000002;Dressel 20;London;ROMANI;Britannia;1;other
-921366.793713559;6326136.95249025;15874;-1.421389000000000;54.987777999999999;Dressel 20;South Shields;PCLODIICELI;Britannia;1;Hadrian Wall
-936866.068451985;6208531.92561426;16299;-1.083333000000000;53.966667000000001;Dressel 20;York;IIIVNIMELISSIETMELISSE;Britannia;1;other
-926819.171047682;6087532.3099268;16138;-0.400000000000000;52.983333000000002;Dressel 20;Sleaford;MIM;Britannia;1;other
-1083293.76877323;6165894.85261533;16039;-2.916667000000000;53.200000000000003;Dressel 20;Chester;MFELICIS;Britannia;1;other
-876175.305477212;5941478.42952925;16925;0.900000000000000;51.883333000000000;Dressel 20;Colchester;FSCIMNIANO;Britannia;1;other
-1146543.75279093;5995036.12651936;16711;-2.958889000000000;51.613332999999997;Dressel 20;Caerleon;ROM;Britannia;1;other
-876175.305477212;5941478.42952925;16679;0.900000000000000;51.883333000000000;Dressel 20;Colchester;QVINTI;Britannia;1;other
-865236.498132087;5867415.45833038;16725;1.333333000000000;51.283332999999999;Dressel 20;Edinburgh;PORPS;Britannia;1;other
